#{"t_start": 1760363941.1958025, "env_id": "LunarLander-v3"}
r,l,t
-68.846768,83,185.451491
-133.544668,108,185.566252
-296.794014,97,185.673951
-95.758113,75,185.761633
-359.69958,90,185.878782
-249.248337,109,185.991878
-158.663093,69,186.062868
-213.499445,106,186.173392
-109.621865,82,186.259961
-139.976479,115,186.381912
-66.973471,76,186.462383
-299.892561,116,186.583393
-69.460107,77,186.671003
-77.719274,111,186.792805
-236.749466,148,186.970679
-92.539841,117,187.090428
-112.351975,83,187.178993
-197.929856,102,187.285097
-137.114034,102,187.394629
-173.882565,101,187.49913
-85.081896,112,187.623468
-280.387493,146,187.781908
-141.553286,118,187.911019
-83.958739,71,187.998621
-82.607466,90,188.09041
-166.270307,93,188.189565
-213.590328,119,188.315536
-147.097274,101,188.419555
-248.123481,107,188.531297
-118.377842,71,188.610977
-153.250359,64,188.680628
-171.492199,93,188.833979
-167.205361,85,188.966347
-81.692807,68,189.075052
-176.918298,97,189.227301
-333.020451,93,189.365502
-96.501358,1000,190.118114
-57.255478,1000,190.754777
-91.463814,1000,191.325418
-93.802495,1000,191.777164
-116.446623,1000,192.239438
-226.020458,65,192.316451
-44.080077,70,192.396399
-66.472377,84,192.492597
-113.928499,148,192.661048
-144.995498,98,192.767545
-217.617168,108,192.893607
-130.851735,66,192.965096
-307.02929,107,193.080413
-217.686037,131,193.23297
-114.164068,81,193.326855
-108.857074,106,193.439625
-50.279212,127,193.576051
-85.924331,70,193.657067
-92.028041,57,193.718395
-93.989592,90,193.809771
-285.911565,69,193.88307
-108.153291,67,193.953803
-282.458999,91,194.049034
-71.179214,73,194.12544
-185.159742,117,194.255189
-58.297409,95,194.377029
-138.46588,138,194.540374
-94.483593,92,194.650394
-234.482638,114,194.779757
-64.936627,98,194.889189
-184.55227,118,195.012239
-144.934698,92,195.111622
-153.853233,81,195.203972
-129.597965,79,195.295413
-45.421113,65,195.382106
-165.419759,61,195.453378
-272.393343,121,195.585409
-116.053334,64,195.662867
-130.162876,96,195.765663
-108.824787,98,195.88378
-239.466679,140,196.035753
-167.859634,81,196.12378
-166.524483,87,196.217288
-67.740731,70,196.291451
-207.511462,109,196.431755
-150.425377,117,196.56283
-67.56806,73,196.642164
-132.728188,71,196.720966
-84.186537,81,196.810802
-181.374961,90,196.907132
-205.085803,139,197.05446
-47.861124,117,197.18803
-62.42021,97,197.296403
-126.563058,122,197.439919
-254.047094,91,197.537986
-243.454898,94,197.653154
-103.843368,72,197.732194
-173.331522,150,197.895456
-91.877112,85,197.990482
-347.116739,81,198.077893
-193.739477,94,198.178417
-276.015039,98,198.279998
-78.63132,72,198.354897
-79.432939,145,198.53152
-39.34275,125,198.678436
-205.264668,111,198.8017
24.765591,85,198.893893
-157.184395,127,199.036234
-69.262147,119,199.166464
-139.900669,107,199.282684
-143.738006,113,199.416307
-186.242814,98,199.545306
-119.688224,95,199.664381
-68.383862,76,199.753728
-166.859737,101,199.870675
-130.551219,105,199.983397
-121.696594,61,200.051272
-33.253606,92,200.154014
-66.508276,73,200.23593
-163.480817,107,200.346446
-91.930275,68,200.419442
-91.669171,66,200.495849
-159.360366,86,200.591495
-103.109015,74,200.676567
-65.781096,72,200.753504
-98.569439,104,200.86647
-113.86621,80,200.958679
-275.366422,103,201.083414
-92.213006,92,201.233626
-388.527521,85,201.376049
-116.011953,102,201.5447
-102.792665,84,201.699723
-124.898681,109,201.881376
-200.592319,90,202.0252
-85.465126,130,202.240178
-148.185574,92,202.388325
-132.757476,89,202.530443
-228.817785,147,202.78629
-113.467456,114,202.970903
-71.823631,176,203.257859
-193.694721,87,203.412006
-126.146688,85,203.553206
-71.09735,78,203.644001
-201.832657,101,203.775712
-304.939853,93,203.880131
-242.367395,103,203.994485
-64.069617,74,204.068891
-132.272751,127,204.203391
-95.263366,71,204.27704
-111.672411,1000,204.74071
-161.968931,907,205.162175
-63.44602,1000,205.618333
-181.509391,820,206.008524
-156.924872,905,206.415228
-96.485866,69,206.491654
-167.472812,99,206.594106
-102.973616,99,206.706449
-134.363276,71,206.786332
-210.635431,99,206.909643
-104.357708,94,207.006847
-97.798253,126,207.151864
-168.808973,132,207.293903
-147.043742,79,207.377904
-99.220572,115,207.504171
-135.149126,93,207.607112
-65.434689,74,207.691549
-104.826015,59,207.757268
-23.845871,64,207.829383
-84.510682,73,207.926331
-65.432335,79,208.013204
-200.361578,127,208.15046
-141.032401,103,208.264646
-131.739337,116,208.385036
-180.095508,114,208.510204
-62.479019,80,208.597921
-57.049327,85,208.693293
-161.053618,131,208.836161
-89.81714,100,208.960987
-151.066842,81,209.052957
-414.274274,97,209.163208
-122.70817,80,209.254839
-110.793432,81,209.341815
-38.644391,92,209.440756
-235.188981,116,209.568667
-145.312393,135,209.719763
-123.600056,82,209.810397
-154.921721,71,209.886223
-158.080639,87,209.99563
-199.127289,93,210.098809
-63.075495,109,210.223379
-82.997196,123,210.357549
-81.288224,87,210.449126
-168.397305,79,210.536161
-73.272988,97,210.644542
-63.336994,123,210.774265
-100.850189,138,210.919493
-132.663066,74,211.012025
-104.822351,102,211.11972
-128.204507,69,211.195384
-91.308507,122,211.327644
-45.504576,113,211.445429
-221.919016,77,211.526781
-31.97708,92,211.627185
-314.315923,110,211.742759
-205.935494,110,211.860383
-113.92407,109,211.973339
-47.772426,74,212.06761
-121.494923,98,212.174902
-124.169466,81,212.263745
-116.407214,88,212.358889
-58.310813,79,212.444853
-95.150222,83,212.533517
-103.675346,67,212.60568
-190.926207,112,212.728133
-151.054498,91,212.825506
-100.670921,63,212.894245
-126.600278,143,213.054531
-167.495164,102,213.181814
-47.277224,80,213.272002
-53.981752,63,213.34424
-70.432462,58,213.40807
8.918916,171,213.639685
-101.723656,93,213.7905
-116.60651,119,213.978164
-104.565328,72,214.093337
-90.045163,77,214.220551
-103.943051,86,214.360448
-79.293825,110,214.544439
2.477322,149,214.779481
-144.98004,66,214.877824
-276.634355,90,215.016563
-156.523904,97,215.16624
-82.829556,102,215.347215
-221.31848,145,215.590428
-133.913016,100,215.761372
-176.744838,71,215.877649
-93.865693,83,216.014054
-103.948577,74,216.090574
-136.837183,71,216.166297
-84.262999,74,216.254168
-60.256693,81,216.347462
-142.630538,74,216.428282
-129.146347,145,216.582821
-128.038901,122,216.711982
6.084655,145,216.869619
-88.912455,131,216.999426
-78.400748,93,217.095821
-96.469313,72,217.169046
-312.697463,110,217.287376
-102.997907,77,217.370502
-5.562169,82,217.455258
-131.480553,96,217.552963
-120.52863,122,217.684042
-142.079768,88,217.777704
-125.676949,72,217.856228
-92.569704,135,217.998585
-96.267086,84,218.088731
-28.807731,74,218.173494
-68.321537,1000,218.680241
-163.603528,613,218.955175
-148.889019,612,219.227207
-79.317567,1000,219.694263
-158.308075,562,219.944752
-39.771729,122,220.087746
-101.91865,92,220.192898
-135.989571,84,220.286786
-135.083524,91,220.395587
-64.67179,67,220.474695
-70.799695,119,220.611867
-99.709908,86,220.729235
-120.742219,110,220.864326
-378.265618,88,220.979102
-90.183138,98,221.089012
-142.32778,113,221.223099
-176.042361,71,221.301373
-106.525496,122,221.442255
-51.62024,142,221.616054
-97.010119,126,221.754625
-125.816879,93,221.855322
-87.759185,138,222.009623
-106.718266,70,222.085415
-120.987126,117,222.221582
-96.558942,67,222.295254
-97.857154,83,222.385633
-310.651509,112,222.518696
-66.634506,74,222.604179
-99.491624,93,222.705117
-56.960184,103,222.813789
-65.812836,69,222.884819
-77.757088,80,222.966121
-61.105672,74,223.040092
-115.353154,74,223.119046
-84.079979,85,223.207863
-65.554582,84,223.298411
-68.232162,70,223.376055
-48.564353,152,223.55042
-27.90615,126,223.692344
-86.716587,111,223.812618
-111.481729,97,223.912652
-138.807708,106,224.021171
-103.840644,63,224.080782
-78.007635,68,224.150425
-138.662478,68,224.217388
-64.657933,80,224.302071
-108.987394,90,224.397342
-70.699172,79,224.480298
-89.074148,101,224.605334
-309.781532,100,224.717427
-125.853596,130,224.855664
-120.916407,106,224.969246
-106.146271,93,225.062294
-139.812516,86,225.15344
-85.313785,68,225.229031
-111.425513,63,225.294249
-191.31643,135,225.442096
-82.727445,95,225.544481
-83.62314,87,225.662094
-118.691349,79,225.74347
-46.286671,91,225.844328
-90.269065,88,225.938507
-244.187303,127,226.122165
-204.279931,98,226.285541
-245.752322,97,226.449126
-140.489756,77,226.579791
-94.742505,120,226.789204
-90.189261,127,226.984467
-88.894786,125,227.172757
-73.720259,83,227.298846
-135.312241,111,227.461905
-105.287147,102,227.64281
-69.806281,125,227.872885
-41.943978,71,227.987364
-52.099117,118,228.189966
-132.110562,96,228.354773
-127.257548,115,228.517204
-10.164926,145,228.676055
-328.945118,109,228.809658
-39.305487,78,228.894454
-29.903158,83,228.983752
-54.546782,133,229.118884
-114.185083,129,229.251096
-25.135456,82,229.342869
-87.92108,80,229.425129
-171.195266,101,229.526664
-111.753298,124,229.664948
-145.822853,155,229.850715
-71.511977,68,229.92478
-101.480437,101,230.032024
-74.17846,129,230.169069
-132.585915,128,230.307989
-54.681117,120,230.433264
-155.87797,112,230.55056
-95.076883,84,230.648806
-61.168782,108,230.771843
-128.570251,147,230.943257
-11.412059,127,231.087114
-72.381409,71,231.165411
-54.494577,93,231.271368
-78.412168,62,231.338279
-71.172699,61,231.41244
-33.973957,80,231.498415
-279.426747,110,231.61341
-63.727973,107,231.724404
-53.236048,60,231.788264
-103.818543,271,231.967553
-137.479185,401,232.147026
-160.436698,362,232.307846
-132.128212,229,232.408432
-80.205589,410,232.603148
-50.766506,99,232.717432
-55.394159,103,232.842746
-96.001765,129,232.992515
-59.046788,93,233.090445
-56.098098,135,233.241999
-99.07865,104,233.355519
-51.539649,155,233.529153
-107.673922,85,233.623003
-107.118555,116,233.755492
-54.621941,113,233.885368
-90.035175,106,234.012289
-50.283766,86,234.105889
-50.59836,75,234.18891
-100.144159,88,234.289252
-80.697717,63,234.365288
-76.056763,91,234.469529
-111.83985,121,234.611226
-81.731343,92,234.719269
-67.765961,79,234.811867
-33.171563,143,234.96716
-259.914257,95,235.079709
-116.6751,105,235.184432
-128.006793,139,235.324361
-176.37163,112,235.437001
-361.929027,94,235.535687
-91.215949,109,235.664369
-66.977273,100,235.770677
-70.370436,71,235.851609
-56.066447,131,235.98948
-89.523771,98,236.108567
-84.034717,134,236.248927
-39.016524,84,236.336382
-129.287403,128,236.469386
-153.708665,98,236.573226
-139.093476,102,236.697471
-35.70358,124,236.838955
-92.747995,123,236.973631
-188.435973,107,237.092847
-74.602721,63,237.168499
-112.01451,97,237.271061
-105.81179,121,237.397252
-119.112297,83,237.484383
-78.192999,107,237.606106
-103.657912,88,237.703232
-24.050565,70,237.77861
-29.224154,77,237.86571
-59.239335,73,237.948162
-74.404488,62,238.013966
-124.910716,107,238.142626
-100.325731,117,238.273181
-84.574385,142,238.423831
-150.410649,84,238.544557
-77.176565,101,238.720964
-88.71868,93,238.871909
-81.76954,128,239.064131
-188.159802,113,239.250019
-44.322992,71,239.361074
-74.195476,83,239.489548
-124.032603,77,239.608129
-80.92682,133,239.813415
-91.751386,90,239.955912
-117.304943,108,240.132242
-145.063402,105,240.311165
-108.548601,81,240.438995
-87.559666,102,240.619276
-171.267685,102,240.787613
-119.523603,93,240.933958
-88.409329,77,241.015949
-110.826405,125,241.150661
-108.859273,111,241.26741
-164.710035,132,241.421784
-146.247748,115,241.543508
-106.112171,76,241.634874
-93.725086,100,241.743666
-114.530265,92,241.842451
-69.535057,101,241.960235
-90.199101,133,242.10513
-100.720524,81,242.195469
-57.741264,121,242.333553
-78.661464,132,242.491672
-59.419439,77,242.583338
-66.366071,78,242.666547
-108.974782,110,242.797615
-128.313783,57,242.865663
-57.384176,116,242.999681
-13.05513,83,243.096965
-67.51437,72,243.180977
-124.767896,150,243.356479
-6.850705,70,243.456214
-98.343801,87,243.550941
-131.137223,84,243.647103
-108.270654,58,243.7112
-109.868099,114,243.838329
-87.95447,81,243.931659
-92.880179,119,244.068
-78.414958,74,244.156169
-48.66752,70,244.238164
-78.148882,92,244.341735
-55.349513,150,244.51456
-173.162673,255,244.723205
-186.271341,296,244.861605
-158.709366,410,245.045382
-120.537324,330,245.194943
-100.785341,211,245.290386
-80.807889,68,245.372154
-59.613705,70,245.450125
-132.39826,102,245.576413
-124.167211,99,245.684785
-97.725087,99,245.79358
-253.244817,99,245.90498
-78.099507,73,245.981615
-99.145017,64,246.047726
-85.984351,73,246.123595
-58.482003,79,246.20755
-72.283487,75,246.289178
-49.361061,83,246.372503
-284.10217,111,246.490699
-47.860278,76,246.584587
-132.637338,66,246.652904
-216.944067,98,246.760375
-51.199673,80,246.843131
-138.485578,152,246.999182
-77.413908,83,247.089186
-94.765373,101,247.19764
-46.667274,133,247.333368
-92.192872,111,247.447421
-98.329622,107,247.566514
-70.98788,118,247.697995
-73.504204,92,247.799501
-90.330561,89,247.898828
-153.447096,112,248.016514
-92.78405,71,248.091172
-114.279213,127,248.231788
-115.825996,98,248.339888
-146.70885,82,248.427009
-133.71615,84,248.516674
-104.127421,112,248.654643
-103.140438,131,248.798044
-104.574261,80,248.890417
-74.566847,68,248.96746
-80.772707,102,249.079947
-89.877191,119,249.214354
-93.602662,96,249.323511
-116.374469,101,249.435157
-100.677631,87,249.528203
-114.684944,124,249.676783
-131.452201,110,249.801069
-166.159775,113,249.924861
-133.218783,103,250.040318
-200.08385,101,250.157724
-54.134552,77,250.247304
-115.141542,75,250.334155
-49.467793,95,250.446136
-57.94282,99,250.558053
-95.815147,85,250.657217
-120.251949,112,250.796309
-103.730334,100,250.919651
-248.971012,92,251.074837
-71.015913,75,251.199632
-65.340123,93,251.351278
-89.090754,92,251.493708
-87.68845,117,251.67035
-82.310369,95,251.836673
-55.378432,120,252.021596
-88.87233,91,252.158873
-108.956889,79,252.28193
-100.770328,82,252.411482
-91.473262,131,252.629688
-120.79472,140,252.890477
-137.483328,110,253.091496
-34.920179,73,253.228757
-80.586242,82,253.355206
-92.135629,92,253.463422
-81.30042,114,253.594281
-60.673326,92,253.707985
-82.158988,133,253.85153
-67.117285,96,253.976391
-55.997022,63,254.046125
-79.940888,118,254.179436
-108.215496,133,254.33246
-76.559395,136,254.485385
-51.884421,139,254.653308
-120.565101,134,254.802561
-85.234641,69,254.873693
-76.401472,68,254.966438
-55.163996,87,255.05898
-46.325651,180,255.273241
-95.76691,81,255.364324
-74.376842,102,255.488158
-72.472208,132,255.649686
-144.166673,112,255.784191
-56.50093,90,255.885131
-92.308656,85,255.998026
-22.275098,74,256.077666
-99.011725,92,256.182455
-96.520672,106,256.298595
-52.326024,117,256.424649
-39.308348,79,256.514975
-90.822148,74,256.598688
-92.360167,96,256.708947
-15.827592,89,256.813853
-82.608612,95,256.925464
-9.758872,79,257.031617
-67.075112,138,257.188729
-106.293064,72,257.268713
-118.698065,285,257.50534
-58.800251,1000,257.967812
-79.167986,1000,258.430919
-75.941812,242,258.54353
-87.281013,235,258.656345
-145.203451,109,258.789552
-74.598986,118,258.932454
-86.751855,130,259.095504
-99.575353,138,259.248954
-31.918571,100,259.364017
-86.694277,99,259.478004
-101.746194,113,259.604805
6.316838,84,259.698988
-62.985043,116,259.828657
-105.95551,79,259.916634
-177.183091,109,260.037462
-214.257857,102,260.167005
-64.542503,128,260.3081
-63.97012,84,260.405403
-95.612881,72,260.488436
-72.915215,64,260.563512
-64.337497,158,260.751218
-73.320133,76,260.840862
-79.491803,104,260.954629
-79.258968,115,261.078967
-42.243222,121,261.226538
-96.029102,96,261.332654
-100.778896,103,261.447047
-122.657547,100,261.555338
-42.185721,133,261.699975
-47.830041,155,261.870309
-90.219697,97,261.977729
-58.933052,104,262.090528
-94.561493,120,262.240129
-32.895933,101,262.349181
-85.804546,110,262.480695
-120.347376,108,262.601104
-165.257428,110,262.722515
-98.575163,107,262.844733
-116.3345,93,262.948355
-164.016366,118,263.072141
-99.238687,112,263.1938
-88.556255,115,263.354807
-42.38105,76,263.483629
-241.267883,104,263.662628
-47.435612,111,263.84095
-66.340272,137,264.059733
-70.35427,79,264.176806
-87.215407,124,264.376674
-36.405769,78,264.499338
-92.029242,87,264.647198
-113.12916,83,264.769203
-64.042291,78,264.892262
-52.209167,118,265.104593
-101.78049,76,265.228525
-52.227237,136,265.481174
-60.877707,79,265.634032
-35.67533,135,265.835218
-70.170088,72,265.921203
-99.644222,91,266.035308
-58.034396,72,266.12053
-109.364345,102,266.239096
-49.247875,115,266.372643
-26.047625,105,266.504556
-65.065345,73,266.586809
-86.995516,114,266.720879
-56.257371,61,266.788944
-37.335657,76,266.881731
-102.715441,94,266.992958
-52.17277,69,267.07512
-55.496402,77,267.171953
-65.287071,107,267.30218
-86.34167,124,267.439563
-122.42053,113,267.588404
-45.289254,96,267.709144
-71.963862,78,267.803765
-54.645569,84,267.905785
-130.110481,129,268.056453
-45.517778,95,268.173498
-83.231011,134,268.330887
-83.16207,99,268.447727
-131.542764,98,268.577982
-103.161364,112,268.71283
-95.49698,115,268.836958
-112.114359,125,268.979462
-109.960831,113,269.112556
-85.036927,72,269.196123
-66.723741,88,269.297949
-135.571004,138,269.456277
-71.076611,112,269.600541
-81.821628,128,269.746602
-69.456047,88,269.842607
-56.658843,93,269.947832
-104.409759,99,270.062624
-91.978855,69,270.142686
-100.567284,99,270.251901
-59.374811,80,270.341236
-47.873648,121,270.47243
-79.342568,95,270.589017
-194.096554,136,270.751649
-103.060492,96,270.855239
-101.334724,95,270.96361
-140.296772,1000,271.472143
-176.618339,1000,271.941041
-92.593974,1000,272.391195
-98.658782,1000,272.864897
-72.574665,1000,273.316737
-86.918071,114,273.44605
-113.007018,125,273.588743
-102.011922,74,273.678426
-83.989415,107,273.814257
-100.30483,96,273.927868
-135.706879,106,274.049665
-84.395717,62,274.117496
-124.046126,96,274.223157
-61.000937,107,274.338803
-73.974624,117,274.460772
-28.003906,120,274.592926
-86.797455,97,274.723307
-11.342056,72,274.818988
-80.933357,83,274.909658
-89.095196,78,275.000973
-53.50443,118,275.141768
-117.340528,135,275.291033
-97.310965,96,275.39715
-91.163828,119,275.528559
